,SMILES,logLD50,sigma,n_obs,SMILES_CANON,scaffold
166,C1CN1,1.1760912590556813,0.001,1,C1CN1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd91c0>
167,C1CN1C1=NC(=NC(=N1)N1CC1)N1CC1,1.1139433523068367,0.001,1,C1CN1c1nc(N2CC2)nc(N2CC2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9230>
168,C1CN1P1(=NP(=NP(=N1)(N1CC1)N1CC1)(N1CC1)N1CC1)N1CC1,1.9912260756924949,0.001,1,C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd92a0>
171,C1CN=C2CCCCCN2C1,2.5827927859141955,1.2513543259985898,2,C1CCC2=NCCCN2CC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd93f0>
172,C1CNCCN1,3.406456678321428,0.130250060123121,8,C1CNCCN1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9460>
174,C1CO1,2.187923218154578,0.3315907217233095,2,C1CO1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9540>
175,C1COC2=C(C1)CCCCCCCCCC2,3.3010299956639813,1.001,1,C1CCCCCC2=C(CCCC1)CCCO2,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd95b0>
176,C1COC2=CC=CC=C2OCCOCCOC2=C(OCCO1)C=CC=C2,3.4149733479708178,0.001,1,c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9620>
177,C1COCCN1,3.1827439924454497,0.5710603128236053,8,C1COCCN1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9690>
179,C1COCCOCCOCCO1,3.45178643552429,0.001,1,C1COCCOCCOCCO1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9770>
180,C1COCCOCCOCCOCCO1,3.1492191126553797,0.001,1,C1COCCOCCOCCOCCO1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd97e0>
183,C1CS1,2.250420002308894,0.001,1,C1CS1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9930>
184,C1CSC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,3.4771212547196626,0.001,1,c1ccc(C2=C(c3ccccc3)SCCO2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd99a0>
185,C1CSCCO1,3.45178643552429,0.001,1,C1CSCCO1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9a10>
187,C1C[N+]2=CC=CC=C2C2=CC=CC=[N+]12,2.3530173303571753,0.011594649534969137,2,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9af0>
188,C1C[SiH2]C1,3.187238619831479,0.001,1,C1C[SiH2]C1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9b60>
189,C1N2CN3CN1CN(C2)C3,3.963787827345555,0.9140487080020805,3,C1N2CN3CN1CN(C2)C3,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9bd0>
190,C1OC1C1=CC=CC=C1,3.4771212547196626,0.1363930364737381,3,c1ccc(C2CO2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9c40>
191,C1OC1C1CCC2OC2C1,3.3877688173904783,0.060389213951740905,2,C1CC2OC2CC1C1CO1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9cb0>
192,C1OC1C1CO1,1.8920946026904804,0.001,1,C1OC1C1CO1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9d20>
193,C1OCN=C(S1)C1=CC=CC=C1,2.8129133566428557,0.001,1,c1ccc(C2=NCOCS2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9d90>
194,C=C(C1=CC=CC=C1)C1=CC=CC=C1,3.3010299956639813,1.001,1,C=C(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9e00>
195,C=CC#N,1.9302887756222078,0.039194172931727334,2,C=CC#N,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9e70>
196,C=CC(=O)NC1=CC=CC=C1,2.5880456295278407,0.8716434626228264,6,C=CC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9ee0>
198,C=CC(=O)OCC1CO1,2.2491552768948004,0.07406401783911887,2,C=CC(=O)OCC1CO1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cd9fc0>
199,C=CC(=O)OCCC#N,2.255272505103306,0.001,1,C=CC(=O)OCCC#N,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda030>
201,C=CC(=O)OCCCCOC(=O)C=C,2.7686381012476144,0.001,1,C=CC(=O)OCCCCOC(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda110>
202,C=CC(=O)OCCN=C=O,2.3010299956639813,0.7506768822572996,3,C=CC(=O)OCCN=C=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda180>
203,C=CC(=O)OCCOCCOC(=O)C=C,2.3979400086720375,0.001,1,C=CC(=O)OCCOCCOC(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda1f0>
204,C=CC(=O)OCCOCCOCCOC(=O)C=C,2.6989700043360187,0.001,1,C=CC(=O)OCCOCCOCCOC(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda260>
205,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,2.910090545594068,0.001,1,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda2d0>
206,C=CC1=CC=C(O1)C=O,3.3180633349627615,0.001,1,C=Cc1ccc(C=O)o1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda340>
207,C=CC1=CC=C(OCC2CO2)C=C1,3.0,0.001,1,C=Cc1ccc(OCC2CO2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda3b0>
208,C=CC1=CC=CC=C1,3.423245873936808,0.28846399443146253,3,C=Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda420>
209,C=CC1=NC=CC=C1,2.0,0.8095735675163721,3,C=Cc1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda490>
210,C=CC1CC2CC1C=C2,3.7558748556724915,0.1368311052226571,3,C=CC1CC2C=CC1C2,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda500>
211,C=CC1CCC=CC1,3.408748606184244,0.24791934419809064,3,C=CC1CC=CCC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda570>
214,C=CC=C,3.738780558484369,0.001,1,C=CC=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda6c0>
216,C=CC=O,1.5428236441484282,0.49734445815951545,8,C=CC=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda7a0>
217,C=CCC1=CC=CC=C1,3.74350976472843,0.001,1,C=CCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda810>
220,C=CCCCCCCCCC=O,3.6989700043360187,1.001,1,C=CCCCCCCCCC=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda960>
221,C=CCN(CC=C)N=O,2.9030899869919438,0.001,1,C=CCN(CC=C)N=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cda9d0>
224,C=CCN=C=S,2.289708860436632,0.2414908377664503,2,C=CCN=C=S,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdab20>
225,C=CCNCC=C,2.761927838420529,0.001,1,C=CCNCC=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdab90>
226,C=CCOC(=O)C1=C(C=CC=C1)C(=O)OCC=C,2.949877704036875,0.40809614427217167,7,C=CCOC(=O)c1ccccc1C(=O)OCC=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdac00>
227,C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C,3.380211241711606,0.001,1,C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdac70>
228,C=CCOC(=O)C=CC1=CC=CC=C1,3.1818435879447726,0.001,1,C=CCOC(=O)C=Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdace0>
229,C=CCOC(=O)CC#N,2.2041199826559246,0.001,1,C=CCOC(=O)CC#N,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdad50>
232,C=CCOC(=O)CCC1CCCCC1,2.7671558660821804,0.001,1,C=CCOC(=O)CCC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdaea0>
233,C=CCOC(=O)NC1=NC(=CC2=NC(=O)ON12)N1CCC=CC1,3.6020599913279625,1.001,1,C=CCOC(=O)Nc1nc(N2CC=CCC2)cc2nc(=O)on12,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdaf10>
235,C=CCOC(=O)OCCOCCOC(=O)OCC=C,2.624251464864731,0.410961196868728,6,C=CCOC(=O)OCCOCCOC(=O)OCC=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdaff0>
236,C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,2.8767949762007006,0.08119460243327957,3,C=CCOc1nc(OCC=C)nc(OCC=C)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb060>
237,C=CCOC1=NS(=O)(=O)C2=CC=CC=C12,3.307496037913213,0.001,1,C=CCOC1=NS(=O)(=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb0d0>
238,C=CCOC=C,2.7403626894942437,0.001,1,C=CCOC=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb140>
239,C=CCOC=O,2.093421685162235,0.001,1,C=CCOC=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb1b0>
241,C=CCOCC=C,2.505149978319906,0.001,1,C=CCOCC=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb290>
242,C=CCOP(OCC=C)OCC=C,2.250420002308894,0.001,1,C=CCOP(OCC=C)OCC=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb300>
243,C=CCSC1=NCCS1,2.041392685158225,0.001,1,C=CCSC1=NCCS1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb370>
244,C=CCSSCC=C,2.4149733479708178,0.001,1,C=CCSSCC=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb3e0>
245,C=CNC=O,3.060697840353612,0.5119880636196901,5,C=CNC=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb450>
247,C=COC(=O)CCCCC(=O)OC=C,3.806179973983887,0.001,1,C=COC(=O)CCCCC(=O)OC=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb530>
250,C=COCCOCC1CO1,3.387389826338729,0.001,1,C=COCCOCC1CO1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb680>
251,C=COCCOCCOC(=O)C=C,3.3010299956639813,1.001,1,C=COCCOCCOC(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb6f0>
253,C=CS(=O)(=O)C=C,1.505149978319906,0.001,1,C=CS(=O)(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb7d0>
254,C=CS(=O)(=O)COCS(=O)(=O)C=C,1.6989700043360187,0.001,1,C=CS(=O)(=O)COCS(=O)(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb840>
255,C=CSC=C,2.230448921378274,0.001,1,C=CSC=C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb8b0>
256,C=O,2.821726338243094,0.9529127578547893,8,C=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb920>
257,C=S,2.5622928644564746,0.001,1,C=S,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdb990>
259,CC#CCC(C)[C@H](O)C=C[C@H]1[C@H](O)C[C@@H]2OC3=C(CCCC(O)=O)C=CC=C3[C@H]12,1.0791812460476249,0.001,1,CC#CCC(C)[C@H](O)C=C[C@@H]1[C@H]2c3cccc(CCCC(=O)O)c3O[C@H]2C[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdba70>
260,CC#N,3.544564097496043,0.5312056412902602,11,CC#N,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdbae0>
261,CC(=C)C#N,1.6989700043360187,0.9464077392918936,3,C=C(C)C#N,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdbb50>
262,CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,3.255272505103306,0.001,1,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdbbc0>
263,CC(=C)C(=O)NC1=CC=C(O)C=C1,3.0453229787866576,0.001,1,C=C(C)C(=O)Nc1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdbc30>
265,CC(=C)C(=O)O,3.6751240091670816,0.8750940135031003,2,C=C(C)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdbd10>
267,CC(=C)C(=O)OCC=C,2.6334684555795866,0.3820728775017497,3,C=CCOC(=O)C(=C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdbdf0>
269,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.3979400086720375,1.170432667521998,3,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdbed0>
270,CC(=C)C(=O)OCCC1=CC=CC=C1,3.6989700043360187,1.001,1,C=C(C)C(=O)OCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d9cdbf40>
271,CC(=C)C(=O)OCCCCOC(=O)C(C)=C,1.0028569260611206,0.001,1,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4040>
272,CC(=C)C(=O)OCCCl,2.3010299956639813,0.001,1,C=C(C)C(=O)OCCCl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe40b0>
273,CC(=C)C(=O)OCCN(CCOC(=O)C(C)=C)CCOC(=O)C(C)=C,4.047780924741197,0.001,1,C=C(C)C(=O)OCCN(CCOC(=O)C(=C)C)CCOC(=O)C(=C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4120>
274,CC(=C)C(=O)OCCN=C=O,3.143568958202189,0.16509786775571528,4,C=C(C)C(=O)OCCN=C=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4190>
276,CC(=C)C(=O)OCCOC(=O)OC1=CC=C(C=C1)C(C)(C)C1=CC=C(OC(=O)OCCOC(=O)C(C)=C)C=C1,3.3010299956639813,1.001,1,C=C(C)C(=O)OCCOC(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCOC(=O)C(=C)C)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64dfc6eea0>
277,CC(=C)C(=O)OCCOC=C,3.7737864449811935,0.001,1,C=COCCOC(=O)C(=C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4270>
278,CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,4.034909073367748,0.7058650795477919,3,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe42e0>
279,CC(=C)C(=O)OC[Si]12OCCN(CCO1)CCO2,3.9003671286564705,0.001,1,C=C(C)C(=O)OC[Si]12OCCN(CCO1)CCO2,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4350>
280,CC(=C)C(C)=O,2.255272505103306,0.001,1,C=C(C)C(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe43c0>
281,CC(=C)C(N)=O,3.2385747414717896,0.25895672009508025,4,C=C(C)C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4430>
282,CC(=C)C(O)=O,3.12057393120585,0.13598134691948516,3,C=C(C)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe44a0>
283,CC(=C)C1=CC(=CC=C1)C(C)(C)N=C=O,3.4913616938342726,0.001,1,C=C(C)c1cccc(C(C)(C)N=C=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4510>
284,CC(=C)C1=CC(=CC=C1)C(C)=C,3.6989700043360187,1.001,1,C=C(C)c1cccc(C(=C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4580>
285,CC(=C)C1=CC=C(C=C1)C(C)(C)N=C=O,3.6434526764861874,0.001,1,C=C(C)c1ccc(C(C)(C)N=C=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe45f0>
286,CC(=C)C1CC=C(C)C(=O)C1,3.214843848047698,0.001,1,C=C(C)C1CC=C(C)C(=O)C1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4660>
288,CC(=C)C1CCC(C)=CC1,3.711622936968404,0.013652932632385206,2,C=C(C)C1CC=C(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4740>
290,CC(=C)CC#N,2.7323937598229686,0.001,1,C=C(C)CC#N,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4820>
291,CC(=C)CC1CCCCCCCCCCC1=O,3.3010299956639813,1.001,1,C=C(C)CC1CCCCCCCCCCC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4890>
293,CC(=C)CCl,2.9283958522567137,0.001,1,C=C(C)CCl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4970>
294,CC(=C)[C@@H]1CC=C(C)C(=O)C1,3.7112949199257415,0.22637854187855921,4,C=C(C)[C@@H]1CC=C(C)C(=O)C1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe49e0>
295,CC(=C)[C@@H]1CCC(C)=CC1,3.6712113404111033,0.02875866392491566,2,C=C(C)[C@H]1CC=C(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4a50>
296,CC(=N)NP(=S)(OC1=CC=C(Cl)C=C1)OC1=CC=C(Cl)C=C1,0.568201724066995,0.001,1,CC(=N)NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4ac0>
297,CC(=N/O)C(=O)C1=CC=CC=C1,3.6273658565927325,0.001,1,CC(=NO)C(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4b30>
298,CC(=NNC(=O)NC1=CC(F)=CC(F)=C1)C1=NC=CC=C1C(O)=O,3.681241237375587,0.4155455886540937,3,CC(=NNC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4ba0>
299,CC(=NNC1=NC(C)=CC(C)=N1)C1=CC=CC=C1C,2.720159303405957,0.001,1,CC(=NNc1nc(C)cc(C)n1)c1ccccc1C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4c10>
300,CC(=O)C(C)(C)C,2.785329835010767,0.001,1,CC(=O)C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4c80>
301,CC(=O)C(C)=CC1=CC=CC=C1,3.6127838567197355,0.001,1,CC(=O)C(C)=Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4cf0>
302,CC(=O)C(C)=O,3.4771212547196626,0.1467804356502456,3,CC(=O)C(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4d60>
303,CC(=O)C(N=NC1=C(Cl)C=C(C=C1)C1=CC(Cl)=C(C=C1)N=NC(C(C)=O)C(=O)NC1=CC=CC=C1)C(=O)NC1=CC=CC=C1,3.45484486000851,1.2112171741940014,7,CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4dd0>
304,CC(=O)C(N=NC1=CC(=CC=C1Cl)C(=O)NC1=C(C)C=CC(Cl)=C1)C(=O)NC1=CC(C)=C(NC(=O)C(N=NC2=CC(=CC=C2Cl)C(=O)NC2=C(C)C=CC(Cl)=C2)C(C)=O)C=C1C,3.6989700043360187,1.001,1,CC(=O)C(N=Nc1cc(C(=O)Nc2cc(Cl)ccc2C)ccc1Cl)C(=O)Nc1cc(C)c(NC(=O)C(N=Nc2cc(C(=O)Nc3cc(Cl)ccc3C)ccc2Cl)C(C)=O)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4e40>
306,CC(=O)C(N=NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(C=C1)N=NC(C(C)=O)C(=O)NC1=CC=C(C)C=C1)C(=O)NC1=CC=C(C)C=C1,3.359491524386714,0.8067623995143429,4,CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4f20>
307,CC(=O)C1(CCN(CCCOC2=CC3=C(CCC(=O)N3)C=C2)CC1)C1=CC=CC=C1,3.0,1.001,1,CC(=O)C1(c2ccccc2)CCN(CCCOc2ccc3c(c2)NC(=O)CC3)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe4f90>
308,CC(=O)C1(O)CCC(CC1)C1=CC=CC=C1,3.9030899869919438,0.001,1,CC(=O)C1(O)CCC(c2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5000>
310,CC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,3.0969100130080562,0.001,1,CC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe50e0>
311,CC(=O)C1=C(Cl)C=C(OC2=CC=C(Cl)C=C2)C=C1,3.3010299956639813,1.001,1,CC(=O)c1ccc(Oc2ccc(Cl)cc2)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5150>
312,CC(=O)C1=C(O)C=C(O)C=C1,3.45178643552429,0.001,1,CC(=O)c1ccc(O)cc1O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe51c0>
313,CC(=O)C1=CC2=C(C=C1)C=C(CC(O)=O)C=C2,3.3010299956639813,1.001,1,CC(=O)c1ccc2cc(CC(=O)O)ccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5230>
314,CC(=O)C1=CC2=C(OC3=C(C=CC=N3)C2=O)C=C1,3.225050696138049,0.001,1,CC(=O)c1ccc2oc3ncccc3c(=O)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe52a0>
315,CC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCOCC2)C=C1,3.3979400086720375,0.001,1,CC(=O)c1ccc2c(c1)N(CCCN1CCOCC1)c1ccccc1S2,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5310>
317,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,3.3010299956639813,1.001,1,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe53f0>
318,CC(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,3.0402066275747113,0.001,1,CC(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5460>
321,CC(=O)C1=CC=C2OC3(CC3)C(=O)C2=C1,3.73559889969818,0.001,1,CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe55b0>
323,CC(=O)C1=CC=CC(N)=C1,3.271841606536499,0.001,1,CC(=O)c1cccc(N)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5690>
325,CC(=O)C1=CC=CC=N1,3.357934847000454,0.001,1,CC(=O)c1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5770>
326,CC(=O)C1OC1(C)C,3.2068258760318495,0.001,1,CC(=O)C1OC1(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe57e0>
327,CC(=O)C=CC1=C(C)CCCC1(C)C,3.661812685537261,0.001,1,CC(=O)C=CC1=C(C)CCCC1(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5850>
328,CC(=O)C=CC1=CC=C(C=C1)C1=CC=CC=C1,3.3483048630481607,0.001,1,CC(=O)C=Cc1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe58c0>
330,CC(=O)C=O,3.0663259253620376,0.001,1,CC(=O)C=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe59a0>
332,CC(=O)CC(=O)NC1=C(C)C=CC=C1,3.2681097298084785,0.4879980796085033,7,CC(=O)CC(=O)Nc1ccccc1C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5a80>
336,CC(=O)CC(=O)NC1=CC=C(C)C=C1C,3.4771212547196626,0.001,1,CC(=O)CC(=O)Nc1ccc(C)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5c40>
337,CC(=O)CC(=O)NC1=CC=CC=C1,3.3891660843645326,0.9166535551370402,3,CC(=O)CC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5cb0>
338,CC(=O)CC(=O)OCCOC(=O)C(C)=C,3.6989700043360187,1.001,1,C=C(C)C(=O)OCCOC(=O)CC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5d20>
339,CC(=O)CC(C)(C)NC(=O)C=C,3.247973266361807,0.5411553064092262,5,C=CC(=O)NC(C)(C)CC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5d90>
340,CC(=O)CC(C)(C)O,3.4774106879072515,0.08371719316303033,3,CC(=O)CC(C)(C)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5e00>
341,CC(=O)CC(C)=O,2.8183442239766414,0.5014992225970534,4,CC(=O)CC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5e70>
342,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O,2.7101173651118162,0.001,1,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5ee0>
343,CC(=O)CC(C1=CC=C(Cl)C=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,2.613042057987912,0.34220045145141287,2,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5f50>
344,CC(=O)CC(C1=CC=CO1)C1=C(O)C2=C(OC1=O)C=CC=C2,1.3979400086720377,0.001,1,CC(=O)CC(c1ccco1)c1c(O)c2ccccc2oc1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe5fc0>
345,CC(=O)CC1OCC(CCl)O1,2.0791812460476247,0.001,1,CC(=O)CC1OCC(CCl)O1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8fe6030>
